Place,Time,Wind,Athlete,Country,Date of Birth,City,Event Date
937,22.36,+1.0,Marileidy Paulino,DOM,25.10.96,Santo Domingo,25.06.2022
972,22.37,±0.0,Bärbel Wöckel,GDR,21.03.55,Montréal,28.07.1976
972,22.37,+0.8,Irena Szewinska,POL,24.05.46,Zürich,24.08.1977
972,22.37,+0.5,Jarmila Kratochvílová,CZE,26.01.51,Praha,22.05.1982
972,22.37,+1.3,Sabine Günther,GER,06.11.63,Cottbus,26.06.1982
972,22.37,+1.5,Kathy Cook,GBR,03.05.60,Helsinki,14.08.1983
972,22.37,+1.1,Silke Möller,GER,20.06.64,Erfurt,23.06.1985
972,22.37,-0.7,Silke Möller,GER,20.06.64,Bratislava,14.06.1986
972,22.37,+0.5,Grace Jackson,JAM,14.06.61,Oslo,02.07.1988
972,22.37,+0.7,Maya Azarashvili,GEO,06.04.64,Seoul,28.09.1988
972,22.37,+0.2,Dannette Young,USA,06.10.64,Villeneuve d'Ascq,01.07.1991
972,22.37A,-2.4,Irina Privalova,RUS,12.11.68,Sestriere,31.07.1991
972,22.37,+0.8,Irina Privalova,RUS,12.11.68,Bruxelles,13.09.1991
972,22.37,+2.0,Cathy Freeman,AUS,16.02.73,Rieti,05.09.1993
972,22.37,+0.4,Irina Privalova,RUS,12.11.68,Berlin,30.08.1994
972,22.37,-2.2,Galina Malchugina,RUS,17.12.62,Göteborg,10.08.1995
972,22.37,+0.1,Carlette Guidry,USA,04.09.68,Atlanta,31.07.1996
972,22.37,-0.4,Mary Onyali,NGR,03.02.68,Atlanta,31.07.1996
972,22.37,-0.8,Inger Miller,USA,12.06.72,Zürich,13.08.1997
972,22.37,+0.7,Debbie Ferguson-McKenzie,BAH,16.01.76,Sydney,28.09.2000
972,22.37,+0.5,LaTasha Colander,USA,23.08.76,Palo Alto,31.05.2004
972,22.37,+1.0,Allyson Felix,USA,18.11.85,Carson,26.06.2005
972,22.37,+0.3,Me'Lisa Barber,USA,04.10.80,Carson,26.06.2005
972,22.37,-0.6,Veronica Campbell-Brown,JAM,16.05.82,Monaco,10.09.2005
972,22.37,-0.6,Allyson Felix,USA,18.11.85,Zürich,29.08.2008
972,22.37,-0.6,Veronica Campbell-Brown,JAM,16.05.82,Barcelona,25.07.2009
972,22.37,+1.4,Allyson Felix,USA,18.11.85,Shanghai,20.09.2009
972,22.37,+0.5,Allyson Felix,USA,18.11.85,London,13.08.2010
972,22.37,+1.2,Bianca Knight,USA,02.01.89,Eugene,26.06.2011
972,22.37,-1.0,Carmelita Jeter,USA,24.11.79,Daegu,02.09.2011
972,22.37,+0.3,Tianna Bartoletta,USA,30.08.85,Ponce,12.05.2012
972,22.37,+0.6,Kimberlyn Duncan,USA,02.08.91,Eugene,29.06.2012
972,22.37,+0.6,Sherone Simpson,JAM,12.08.84,Kingston,01.07.2012
972,22.37,+0.2,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Kingston,09.05.2015
972,22.37,+0.4,Elaine Thompson-Herah,JAM,28.06.92,Kingston,22.05.2015
972,22.37,-0.4,Dina Asher-Smith,GBR,04.12.95,Amsterdam,07.07.2016
972,22.37,+1.5,Marie-Josée Ta Lou,CIV,18.11.88,Eugene,27.05.2017
972,22.37,-0.3,Lynna Irby-Jackson,USA,06.12.98,Eugene,07.06.2018
972,22.37,+0.9,Jamile Samuel,NED,24.04.92,London,22.07.2018
972,22.37,+0.2,Jamile Samuel,NED,24.04.92,Berlin,11.08.2018
972,22.37,+1.3,Sha'Carri Richardson,USA,25.03.00,Austin,06.06.2019
972,22.37,+1.7,Cambrea Sturgis,USA,27.03.99,Eugene,24.06.2021
972,22.37,+1.2,Anavia Battle,USA,28.03.99,Eugene,24.06.2021
972,22.37,-0.3,Dezerea Bryant,USA,27.04.93,Eugene,25.06.2021
972,22.37A,-0.1,Favour Ofili,NGR,31.12.02,Nairobi,20.08.2021
972,22.37,+1.3,Dina Asher-Smith,GBR,04.12.95,Ad-Dawhah,13.05.2022
972,22.37,+0.1,Dina Asher-Smith,GBR,04.12.95,Stockholm,30.06.2022
972,22.37,+0.1,Mujinga Kambundji,SUI,17.06.92,Stockholm,30.06.2022
1019,22.38,+1.6,Renate Stecher,GDR,12.05.50,Dresden,21.07.1973
1019,22.38,+1.2,Marita Koch,GDR,18.02.57,Halle,27.08.1977
1019,22.38,+1.6,Marlies Göhr,GDR,21.03.58,Dresden,12.08.1978
1019,22.38,+1.7,Brenda Morehead,USA,05.10.57,Nashville,12.04.1980
1019,22.38,-0.3,Merlene Ottey,JAM,10.05.60,Helsinki,12.08.1983
1019,22.38,+1.4,Kathy Cook,GBR,03.05.60,Los Angeles,09.08.1984
1019,22.38,±0.0,Grace Jackson,JAM,14.06.61,Nice,20.08.1984
1019,22.38,-0.7,Evelyn Ashford,USA,15.04.57,Nice,15.07.1986
1019,22.38,-1.7,Evelyn Ashford,USA,15.04.57,London,08.08.1986
1019,22.38,+1.7,Silke Möller,GER,20.06.64,Berlin,20.08.1986
1019,22.38,+2.0,Lillie Leatherwood,USA,06.07.64,Tuscaloosa,17.05.1987
1019,22.38,-1.9,Florence Griffith-Joyner,USA,21.12.59,Roma,03.09.1987
1019,22.38,+0.7,Heike Drechsler,GER,16.12.64,Seoul,28.09.1988
1019,22.38,+0.3,Sandra Myers,ESP,04.01.61,Split,30.08.1990
1019,22.38,-0.6,Gwen Torrence,USA,12.06.65,New York City,15.06.1991
1019,22.38,-0.8,Carlette Guidry,USA,04.09.68,Durham,12.08.1994
1019,22.38,+1.0,Mary Onyali,NGR,03.02.68,Bruxelles,25.08.1995
1019,22.38A,±0.0,Irina Privalova,RUS,12.11.68,Johannesburg,24.09.1995
1019,22.38,+0.3,Mary Onyali,NGR,03.02.68,Atlanta,01.08.1996
1019,22.38,+0.5,Nanceen Perry,USA,19.04.77,Sacramento,23.07.2000
1019,22.38,+0.7,Pauline Davis-Thompson,BAH,09.07.66,Sydney,28.09.2000
1019,22.38,-0.3,Anastasiya Kapachinskaya,RUS,21.11.79,Saint-Denis,28.08.2003
1019,22.38,+1.0,Me'Lisa Barber,USA,04.10.80,Carson,26.06.2005
1019,22.38,+0.7,Christine Arron,FRA,13.09.73,Angers,16.07.2005
1019,22.38,+0.2,Veronica Campbell-Brown,JAM,16.05.82,Helsinki,12.08.2005
1019,22.38,-1.6,Muriel Hurtis,FRA,25.03.79,Niort,04.08.2007
1019,22.38,-0.3,Veronica Campbell-Brown,JAM,16.05.82,Orlando,10.05.2008
1019,22.38,+0.5,Porscha Lucas,USA,18.06.88,Fayetteville,11.06.2009
1019,22.38,+0.4,Allyson Felix,USA,18.11.85,Daegu,12.05.2011
1019,22.38,-0.3,Veronica Campbell-Brown,JAM,16.05.82,Ostrava,25.05.2012
1019,22.38,-0.2,Veronica Campbell-Brown,JAM,16.05.82,London,08.08.2012
1019,22.38,+0.5,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Kingston,04.05.2013
1019,22.38,+0.4,Candyce McGrone,USA,24.03.89,Eugene,28.06.2015
1019,22.38,-0.1,Jeneba Tarmoh,USA,27.09.89,Beijing,27.08.2015
1019,22.38,±0.0,Shaunae Miller-Uibo,BAH,15.04.94,Edmonton,16.07.2016
1019,22.38,+0.4,Léa Sprunger,SUI,05.03.90,Genève,17.07.2016
1019,22.38,+0.1,Deajah Stevens,USA,19.05.95,Rio de Janeiro,16.08.2016
1019,22.38,+0.2,Dina Asher-Smith,GBR,04.12.95,Zürich,01.09.2016
1019,22.38,+1.9,Ajla Del Ponte,SUI,15.07.96,La Chaux-de-Fonds,14.08.2021
1019,22.38,-5.6,Abby Steiner,USA,24.11.99,Baton Rouge,09.04.2022
1019,22.38,-0.3,Abby Steiner,USA,24.11.99,Oxford MS,12.05.2022
1019,22.38,+1.2,Anavia Battle,USA,28.03.99,Bloomington,26.05.2022
1019,22.38,+0.7,Anavia Battle,USA,28.03.99,Bloomington,28.05.2022
1019,22.38,+0.5,Kevona Davis,JAM,20.12.01,Eugene,09.06.2022
1019,22.38,+1.7,Sha'Carri Richardson,USA,25.03.00,New York City,12.06.2022
1019,22.38,+0.6,Kayla White,USA,24.09.96,Eugene,25.06.2022
1019,22.38,+1.9,Jenna Prandini,USA,20.11.92,Eugene,18.07.2022
1019,22.38,-0.9,Gabrielle Thomas,USA,07.12.96,Zürich,08.09.2022
1019,22.38,+1.2,Lanae-Tava Thomas,USA,28.01.01,Austin,28.04.2023
1019,22.38A,-0.5,Kayla White,USA,24.09.96,Gaborone,29.04.2023
1019,22.38,+1.9,Caisja Chandler,USA,18.06.00,Walnut,14.05.2023
1070,22.39,+0.6,Mona-Lisa Pursiainen,FIN,21.06.51,Moskva,20.08.1973
1070,22.39,±0.0,Annegret Richter,FRG,13.10.50,Montréal,28.07.1976
1070,22.39A,+1.0,Florence Griffith-Joyner,USA,21.12.59,Provo,05.06.1982
1070,22.39,+0.1,Merlene Ottey,JAM,10.05.60,Houston,04.06.1983
1070,22.39,+0.9,Pam Marshall,USA,16.08.60,Indianapolis,16.06.1985
1070,22.39,Merlene,Ottey,JAM,10.05.60,Nassau,26.07.1985
1070,22.39A,+0.3,Grace Jackson,JAM,14.06.61,San José,31.05.1986
1070,22.39,+1.3,Alice Brown,USA,20.09.60,Indianapolis,23.07.1988
1070,22.39,-0.1,Dannette Young,USA,06.10.64,Bruxelles,19.08.1988
1070,22.39,+1.4,Galina Malchugina,RUS,17.12.62,Moskva,24.06.1992
1070,22.39,-0.1,Michelle Burrell,USA,08.05.65,Barcelona,05.08.1992
1070,22.39,+1.0,Dannette Young,USA,06.10.64,Knoxville,08.04.1994
1070,22.39,-0.7,Susanthika Jayasinghe,SRI,17.12.75,Athínai,08.08.1997
1070,22.39,-0.8,Zhanna Block,UKR,06.07.72,Zürich,13.08.1997
1070,22.39,+0.3,Beverly McDonald,JAM,15.02.70,Bruxelles,28.08.1998
1070,22.39,+0.7,Beverly McDonald,JAM,15.02.70,Kingston,19.06.1999
1070,22.39,+0.2,Beverly McDonald,JAM,15.02.70,Paris,21.07.1999
1070,22.39,+1.8,LaTasha Jenkins,USA,19.12.77,Eugene,23.06.2001
1070,22.39,-0.3,Debbie Ferguson-McKenzie,BAH,16.01.76,Edmonton,09.08.2001
1070,22.39,+0.4,Veronica Campbell-Brown,JAM,16.05.82,Odessa,18.05.2002
1070,22.39,+2.0,Allyson Felix,USA,18.11.85,Athínai,23.08.2004
1070,22.39,+1.2,LaTasha Colander,USA,23.08.76,Carson,22.05.2005
1070,22.39,+1.1,Cydonie Mothersill,CAY,19.03.78,Nassau,10.07.2005
1070,22.39,+0.6,Christine Arron,FRA,13.09.73,Angers,16.07.2005
1070,22.39,±0.0,Svetlana Pospelyova,RUS,11.03.69,Tula,24.07.2005
1070,22.39,+0.8,Veronica Campbell-Brown,JAM,16.05.82,Kingston,24.06.2007
1070,22.39,+1.2,Kimberlyn Duncan,USA,02.08.91,Des Moines,09.06.2011
1070,22.39,+1.6,Bianca Knight,USA,02.01.89,Eugene,25.06.2011
1070,22.39,+1.0,Carmelita Jeter,USA,24.11.79,London,07.08.2012
1070,22.39,-0.2,Sanya Richards-Ross,USA,26.02.85,London,08.08.2012
1070,22.39,±0.0,Blessing Okagbare,NGR,09.10.88,Moskva,15.08.2013
1070,22.39,+0.9,Kyra Jefferson,USA,23.09.94,Starkville,16.05.2015
1070,22.39,+1.4,Dafne Schippers,NED,15.06.92,Götzis,30.05.2015
1070,22.39,+0.5,Candyce McGrone,USA,24.03.89,Sotteville-lès-Rouen,06.07.2015
1070,22.39,+1.3,Jenna Prandini,USA,20.11.92,Kingston,11.06.2016
1070,22.39,+1.1,Ariana Washington,USA,04.09.96,Eugene,10.06.2017
1070,22.39,+1.5,Sydney McLaughlin-Levrone,USA,07.08.99,Gainesville,29.03.2018
1070,22.39A,+0.2,Christine Mboma,NAM,22.05.03,Nairobi,18.09.2021
1070,22.39,-0.3,A'Keyla Mitchell,USA,25.11.95,Eugene,26.06.2022
1070,22.39,-0.3,Kayla White,USA,24.09.96,Eugene,26.06.2022
1070,22.39,+0.6,Elaine Thompson-Herah,JAM,28.06.92,Eugene,21.07.2022
1070,22.39,+0.2,Jenna Prandini,USA,20.11.92,Chorzów,06.08.2022
1070,22.39,±0.0,McKenzie Long,USA,11.07.00,Baton Rouge,13.05.2023
1070,22.39,+1.2,Natalliah Whyte,JAM,09.08.97,Nashville,03.06.2023
1114,22.40,+1.1,Renate Stecher,GDR,12.05.50,München,07.09.1972
1114,22.40,+1.4,Marita Koch,GDR,18.02.57,Karl-Marx-Stadt,27.05.1979
1114,22.40,+0.2,Lyudmila Kondratyeva,RUS,11.04.58,Torino,05.08.1979
1114,22.40,±0.0,Jarmila Kratochvílová,CZE,26.01.51,Pescara,02.08.1981
1114,22.40,-0.4,Evelyn Ashford,USA,15.04.57,Indianapolis,19.06.1983
1114,22.40,-1.7,Jarmila Kratochvílová,CZE,26.01.51,London,21.08.1983
1114,22.40,-1.7,Marita Koch,GDR,18.02.57,London,21.08.1983
1114,22.40,-0.2,Florence Griffith-Joyner,USA,21.12.59,Los Angeles,22.06.1984
1114,22.40,+1.2,Gwen Torrence,USA,12.06.65,Roma,03.09.1987
1114,22.40,-0.7,Grace Jackson,JAM,14.06.61,London,08.07.1988
1114,22.40,-1.1,Dannette Young,USA,06.10.64,Nice,10.07.1990
1114,22.40,+0.3,Silke Knoll,GER,21.02.67,Split,30.08.1990
1114,22.40,+0.8,Gwen Torrence,USA,12.06.65,Des Moines,30.04.1994
1114,22.40,±0.0,Carlette Guidry,USA,04.09.68,Bruxelles,19.08.1994
1114,22.40,-0.7,Merlene Ottey,JAM,10.05.60,Athínai,08.08.1997
1114,22.40,+0.4,Inger Miller,USA,12.06.72,Monaco,16.08.1997
1114,22.40,+1.6,Cydonie Mothersill,CAY,19.03.78,Athínai,23.08.2004
1114,22.40,-1.1,Veronica Campbell-Brown,JAM,16.05.82,Kingston,28.06.2009
1114,22.40,+0.6,Consuella Moore,USA,27.08.81,Des Moines,27.06.2010
1114,22.40,-0.1,Allyson Felix,USA,18.11.85,Zürich,08.09.2011
1114,22.40,+1.5,LaShauntea Moore,USA,31.07.83,Des Moines,22.06.2013
1114,22.40,-0.4,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Zürich,29.08.2013
1114,22.40,+1.4,Joanna Atkins,USA,31.01.89,Clermont,14.05.2016
1114,22.40,+0.5,Shericka Jackson,JAM,16.07.94,Luzern,09.07.2018
1114,22.40,-0.5,Dina Asher-Smith,GBR,04.12.95,Rabat,13.07.2018
1114,22.40,-0.2,Elaine Thompson-Herah,JAM,28.06.92,Nanjing,21.05.2019
1114,22.40,+1.3,Cambrea Sturgis,USA,27.03.99,Austin,08.06.2019
1114,22.40,+1.3,Janeek Brown,JAM,14.05.98,Austin,08.06.2019
1114,22.40,+1.0,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Kingston,26.06.2021
1114,22.40,+0.3,Beatrice Masilingi,NAM,10.04.03,Tokyo,02.08.2021
1114,22.40,+0.3,Shaunae Miller-Uibo,BAH,15.04.94,Tokyo,02.08.2021
1114,22.40,+0.6,Cambrea Sturgis,USA,27.03.99,Gainesville,15.04.2022
1114,22.40,+1.8,Allyson Felix,USA,18.11.85,Columbia,23.04.2022
1147,22.41,+1.0,Irena Szewinska,POL,24.05.46,Augsburg,13.07.1974
1147,22.41,+1.8,Irena Szewinska,POL,24.05.46,Zürich,16.08.1974
1147,22.41,±0.0,Irena Szewinska,POL,24.05.46,Fürth,13.06.1976
1147,22.41,+0.7,Bärbel Wöckel,GDR,21.03.55,Roma,04.09.1981
1147,22.41,-0.4,Merlene Ottey,JAM,10.05.60,Oslo,26.06.1982
1147,22.41,+1.3,Merlene Ottey,JAM,10.05.60,Burnaby,16.06.1983
1147,22.41,+0.9,Alice Brown,USA,20.09.60,Indianapolis,19.06.1983
1147,22.41,+0.9,Dannette Young,USA,06.10.64,Linz,05.07.1991
1147,22.41,-0.9,Carlette Guidry,USA,04.09.68,New Orleans,27.06.1992
1147,22.41,-0.6,Galina Malchugina,RUS,17.12.62,Zürich,19.08.1992
1147,22.41,+1.8,Galina Malchugina,RUS,17.12.62,København,25.08.1992
1147,22.41,+1.3,Holli Hyche,USA,06.09.71,Boise,03.06.1994
1147,22.41,-1.0,Merlene Ottey,JAM,10.05.60,Zürich,17.08.1994
1147,22.41,+0.3,Inger Miller,USA,12.06.72,Atlanta,01.08.1996
1147,22.41,+0.8,Beverly McDonald,JAM,15.02.70,Roma,07.07.1999
1147,22.41,+0.2,Myriam Mani,CMR,21.05.77,Kuoro,21.05.2000
1147,22.41,-0.2,Muriel Hurtis,FRA,25.03.79,Saint-Denis,27.08.2003
1147,22.41,+1.6,Muriel Hurtis,FRA,25.03.79,Monaco,13.09.2003
1147,22.41,±0.0,Veronica Campbell-Brown,JAM,16.05.82,Oxford MS,16.05.2004
1147,22.41,+0.5,Rachelle Smith,USA,30.06.81,Carson,26.06.2005
1147,22.41,+1.3,Kerron Stewart,JAM,16.04.84,Columbia,26.05.2007
1147,22.41,+1.6,Shalonda Solomon,USA,19.12.85,Walnut,06.06.2009
1147,22.41,-0.1,Debbie Ferguson-McKenzie,BAH,16.01.76,Berlin,21.08.2009
1147,22.41,+1.2,Aleksandra Fedoriva,RUS,13.09.88,Saransk,15.07.2010
1147,22.41,-0.2,Allyson Felix,USA,18.11.85,Stockholm,06.08.2010
1147,22.41,+1.6,Shalonda Solomon,USA,19.12.85,Edmonton,29.06.2013
1147,22.41,-0.5,Allyson Felix,USA,18.11.85,London,27.07.2013
1147,22.41,+1.9,Jeneba Tarmoh,USA,27.09.89,Sacramento,29.06.2014
1147,22.41,+0.2,Blessing Okagbare,NGR,09.10.88,Glasgow,12.07.2014
1147,22.41,-0.3,Dina Asher-Smith,GBR,04.12.95,Monaco,17.07.2015
1147,22.41,+0.2,Ivet Lalova-Collio,BUL,18.05.84,Beijing,28.08.2015
1147,22.41,+1.5,Deanna Hill,USA,13.04.96,Eugene,14.05.2017
1147,22.41,+0.2,Dina Asher-Smith,GBR,04.12.95,Berlin,27.08.2017
1147,22.41,+0.4,Dafne Schippers,NED,15.06.92,Birmingham,18.08.2018
1147,22.41A,+0.9,Christine Mboma,NAM,22.05.03,Nairobi,20.08.2021
1147,22.41,+0.8,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Eugene,28.05.2022
1147,22.41,-0.2,Elaine Thompson-Herah,JAM,28.06.92,Eugene,18.07.2022
1147,22.41,+2.0,TyNia Gaither,BAH,16.03.93,Eugene,19.07.2022
1147,22.41,+0.3,TyNia Gaither,BAH,16.03.93,Nassau,21.08.2022
1147,22.41,+1.4,Bassant Hemida,EGY,28.09.96,Hengelo,04.06.2023
1187,22.42,+1.6,Merlene Ottey,JAM,10.05.60,London,08.08.1980
1187,22.42,+0.4,Gesine Walther,GDR,06.10.62,Potsdam,29.08.1981
1187,22.42,+1.2,Nadezhda Georgieva,BUL,02.09.61,Sofia,22.05.1983
1187,22.42,+0.1,Florence Griffith-Joyner,USA,21.12.59,Houston,04.06.1983
1187,22.42,+1.3,Bärbel Wöckel,GDR,21.03.55,Karl-Marx-Stadt,18.06.1983
1187,22.42,+1.4,Ewa Kasprzyk,POL,07.09.57,Sopot,05.08.1984
1187,22.42A,+1.8,Evette de Klerk,RSA,21.08.65,Johannesburg,18.04.1986
1187,22.42A,+1.7,Mariya Pinigina,UKR,09.02.58,Tsakhkadzor,23.05.1987
1187,22.42,+1.3,Galina Malchugina,RUS,17.12.62,Seoul,29.09.1988
1187,22.42,+0.7,Katrin Krabbe,GER,22.11.69,Chemnitz,17.06.1990
1187,22.42,-1.1,Grace Jackson,JAM,14.06.61,Nice,10.07.1990
1187,22.42,-0.7,Dannette Young,USA,06.10.64,Zürich,07.08.1991
1187,22.42,±0.0,Michelle Burrell,USA,08.05.65,Barcelona,03.08.1992
1187,22.42,-0.7,Carlette Guidry,USA,04.09.68,Sankt Peterburg,25.07.1994
1187,22.42,+0.6,Marie-José Pérec,FRA,09.05.68,Hechtel,06.07.1996
1187,22.42,+0.1,Mary Onyali,NGR,03.02.68,Atlanta,31.07.1996
1187,22.42,+0.1,Mary Onyali,NGR,03.02.68,Bruxelles,23.08.1996
1187,22.42,+2.0,Tania Van Heer-Murphy,AUS,30.12.70,Canberra,06.02.1999
1187,22.42,+0.2,Zhanna Block,UKR,06.07.72,Paris,21.07.1999
1187,22.42,+0.6,Fatima Yusuf,NGR,02.05.71,Sevilla,27.08.1999
1187,22.42,+0.7,Melinda Gainsford-Taylor,AUS,01.10.71,Sydney,28.09.2000
1187,22.42,+0.8,Aleen Bailey,JAM,25.11.80,Athínai,25.08.2004
1187,22.42,+1.7,Kerron Stewart,JAM,16.04.84,Sacramento,09.06.2007
1187,22.42,+0.1,Kerron Stewart,JAM,16.04.84,Thessaloníki,12.09.2009
1187,22.42,-1.0,Allyson Felix,USA,18.11.85,Daegu,02.09.2011
1187,22.42,+1.5,Murielle Ahouré-Demps,CIV,23.08.87,Oslo,07.06.2012
1187,22.42,+0.6,Veronica Campbell-Brown,JAM,16.05.82,Kingston,01.07.2012
1187,22.42,+1.2,Natalya Rusakova,RUS,12.12.80,Cheboksary,06.07.2012
1187,22.42,+1.0,Natalya Rusakova,RUS,12.12.80,Cheboksary,06.07.2012
1187,22.42,+0.1,Jenna Prandini,USA,20.11.92,Walnut,18.04.2015
1187,22.42,+0.1,Jenna Prandini,USA,20.11.92,Houston,23.07.2016
1187,22.42,+0.1,Ivet Lalova-Collio,BUL,18.05.84,Rio de Janeiro,16.08.2016
1187,22.42,-0.2,Kyra Jefferson,USA,23.09.94,Monaco,21.07.2017
1187,22.42,-0.3,Mujinga Kambundji,SUI,17.06.92,Zürich,22.07.2017
1187,22.42,+0.5,Gabrielle Thomas,USA,07.12.96,Tampa,26.05.2018
1187,22.42,+2.0,Brittany Brown,USA,18.04.95,Des Moines,24.06.2018
1187,22.42,+2.0,Phyllis Francis,USA,04.05.92,Des Moines,24.06.2018
1187,22.42,+0.9,Dafne Schippers,NED,15.06.92,London,22.07.2018
1187,22.42,+1.7,Amy Hunt,GBR,15.05.02,Mannheim,30.06.2019
1187,22.42,+1.9,Dina Asher-Smith,GBR,04.12.95,Palo Alto,30.06.2019
1187,22.42,+0.2,Anavia Battle,USA,28.03.99,Eugene,12.06.2021
1187,22.42,+0.4,Anavia Battle,USA,28.03.99,Columbia,16.04.2022
1187,22.42,-0.9,Tamara Clark,USA,09.01.99,Zürich,08.09.2022
1187,22.42,+1.9,Jadyn Mays,USA,02.04.02,Walnut,14.05.2023
1231,22.43,-0.3,Irena Szewinska,POL,24.05.46,Warszawa,20.07.1974
1231,22.43,-0.5,Merlene Ottey,JAM,10.05.60,Zürich,13.08.1980
1231,22.43,+0.9,Merlene Ottey,JAM,10.05.60,Budapest,11.08.1986
1231,22.43,-1.8,Valerie Brisco,USA,06.07.60,Zürich,19.08.1987
1231,22.43,-1.0,Merlene Ottey,JAM,10.05.60,Roma,03.09.1987
1231,22.43,+0.3,Pam Marshall,USA,16.08.60,München,09.09.1987
1231,22.43,+1.8,Dannette Young,USA,06.10.64,Villeneuve d'Ascq,27.06.1988
1231,22.43,+1.8,Grace Jackson,JAM,14.06.61,Villeneuve d'Ascq,27.06.1988
1231,22.43,+1.7,Mary Onyali,NGR,03.02.68,Seoul,29.09.1988
1231,22.43,+1.0,Juliet Cuthbert,JAM,09.04.64,Nice,15.07.1992
1231,22.43,-2.0,Gwen Torrence,USA,12.06.65,São Paulo,14.05.1995
1231,22.43,±0.0,Melinda Gainsford-Taylor,AUS,01.10.71,Monaco,25.07.1995
1231,22.43,-0.7,Galina Malchugina,RUS,17.12.62,Zürich,16.08.1995
1231,22.43,+0.5,Merlene Ottey,JAM,10.05.60,Hechtel,07.08.1999
1231,22.43,+1.2,Melinda Gainsford-Taylor,AUS,01.10.71,Hobart,30.01.2000
1231,22.43,+1.0,Debbie Ferguson-McKenzie,BAH,16.01.76,Lausanne,05.07.2000
1231,22.43,-0.3,Muriel Hurtis,FRA,25.03.79,München,09.08.2002
1231,22.43,-0.2,Anastasiya Kapachinskaya,RUS,21.11.79,Saint-Denis,27.08.2003
1231,22.43,-0.6,Christine Arron,FRA,13.09.73,Monaco,10.09.2005
1231,22.43,+0.7,Tezdzhan Naimova,BUL,01.05.87,Sofia,17.06.2007
1231,22.43,+0.4,Sanya Richards-Ross,USA,26.02.85,Indianapolis,24.06.2007
1231,22.43,+0.8,Bianca Knight,USA,02.01.89,New York City,31.05.2008
1231,22.43,+0.7,Sherone Simpson,JAM,12.08.84,Berlin,01.06.2008
1231,22.43,+1.7,Shalonda Solomon,USA,19.12.85,New York City,30.05.2009
1231,22.43,+1.0,Aleksandra Fedoriva,RUS,13.09.88,Cheboksary,06.07.2012
1231,22.43,-1.1,Blessing Okagbare,NGR,09.10.88,Glasgow,31.07.2014
1231,22.43,+0.3,Shakima Wimbley,USA,23.04.95,Tallahassee,16.05.2015
1231,22.43A,-0.7,Candace Hill,USA,11.02.99,Cali,19.07.2015
1231,22.43,+1.5,Kyra Jefferson,USA,23.09.94,Columbia,12.05.2017
1231,22.43,-0.1,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Lima,09.08.2019
1231,22.43,+0.7,Jenna Prandini,USA,20.11.92,Austin,27.03.2021
1231,22.43,+1.0,Brittany Brown,USA,18.04.95,Jacksonville,31.05.2021
1231,22.43,+0.2,Elaine Thompson-Herah,JAM,28.06.92,Gateshead,13.07.2021
1231,22.43A,-1.0,Aminatou Seyni,NIG,24.10.96,Nairobi,07.05.2022
1231,22.43,+0.9,Ofonime Odiong,BRN,13.03.97,Eugene,09.06.2022
1231,22.43,+0.1,A'Keyla Mitchell,USA,25.11.95,Eugene,25.06.2022
1231,22.43,+0.4,Dina Asher-Smith,GBR,04.12.95,München,19.08.2022
1231,22.43,+0.7,Julien Alfred,LCA,10.06.01,Sacramento,25.05.2023
1269,22.44,Renate,Stecher,GDR,12.05.50,Potsdam,10.08.1975
1269,22.44,+1.0,Renate Stecher,GDR,12.05.50,Dresden,20.05.1976
1269,22.44A,-2.3,Evelyn Ashford,USA,15.04.57,Colorado Springs,22.07.1981
1269,22.44,+1.4,Nadezhda Georgieva,BUL,02.09.61,Sofia,05.06.1983
1269,22.44,+1.3,Olga Bryzgina,UKR,30.06.63,Donetsk,29.08.1985
1269,22.44,+1.5,Gwen Torrence,USA,12.06.65,Zagreb,17.07.1987
1269,22.44,-0.5,Nadezhda Georgieva,BUL,02.09.61,Sofia,16.08.1987
1269,22.44,-3.4,Silke Möller,GER,20.06.64,Roma,01.09.1987
1269,22.44,+1.5,Dannette Young,USA,06.10.64,Indianapolis,22.07.1988
1269,22.44A,+0.6,Evette de Klerk,RSA,21.08.65,Potchefstroom,02.03.1990
1269,22.44,-0.6,Dannette Young,USA,06.10.64,New York City,15.06.1991
1269,22.44,+1.5,Gwen Torrence,USA,12.06.65,Luzern,06.07.1991
1269,22.44,-0.4,Irina Privalova,RUS,12.11.68,Moskva,24.06.1992
1269,22.44,±0.0,Pauline Davis-Thompson,BAH,09.07.66,Barcelona,03.08.1992
1269,22.44,-1.6,Galina Malchugina,RUS,17.12.62,Barcelona,05.08.1992
1269,22.44,+0.4,Galina Malchugina,RUS,17.12.62,Köln,16.08.1992
1269,22.44,+1.8,Galina Malchugina,RUS,17.12.62,Rieti,06.09.1992
1269,22.44,+2.0,Zundra Feagin-Alexander,USA,12.07.73,Eugene,01.06.1996
1269,22.44A,-2.3,Marina Trandenkova,RUS,07.01.67,Monachil,09.07.1997
1269,22.44,+1.8,Susanthika Jayasinghe,SRI,17.12.75,Athínai,06.08.1997
